customer_id,age,income,credit_score,loan_amount,employment_status,marital_status,region,has_other_loans,repaid_loan
C0316,62,61065.314735927925,568.7436337569078,12438.851834800698,Employed,Married,North,0,1
C0317,31,66072.63111220546,544.7436337569078,7814.924431815152,Employed,Single,South,0,0
C0318,51,38596.57658414743,813.7436337569078,13300.726435298906,Employed,Married,North,1,1
C0319,33,69275.4311060924,718.7436337569078,12177.388372571246,Employed,Single,North,1,1
C0320,35,46583.53319746624,636.7436337569078,12110.94177983408,Self-Employed,Married,North,1,0
C0321,42,43070.80216886836,528.7436337569078,13832.726080900065,Unemployed,Single,West,0,0
C0322,41,59717.12881366806,659.7436337569078,13306.224825699968,Employed,Single,South,0,0
C0323,60,53554.86007821242,688.7436337569078,5273.818148017204,Employed,Single,East,0,1
C0324,26,70474.71783913008,631.7436337569078,17241.28464226888,Self-Employed,Single,South,1,0
C0325,58,31567.811123250278,531.7436337569078,10947.319817835665,Employed,Single,West,1,0
C0326,31,39354.93370693103,590.7436337569078,15408.314850879391,Unemployed,Single,South,1,1
C0327,65,44199.528625209154,759.7436337569078,21265.517817218755,Self-Employed,Single,South,0,0
C0328,63,52880.34701224778,702.7436337569078,19770.24578065199,Unemployed,Single,West,0,0
C0329,43,44321.95656474976,744.7436337569078,24560.80389717532,Retired,Single,South,1,1
C0330,66,50162.44220140592,319.74363375690774,20982.10526153696,Employed,Married,West,1,0
C0331,49,46479.31931101556,551.7436337569078,14767.625913057454,Employed,Divorced,North,0,1
C0332,28,65561.41919097741,532.7436337569078,16840.432824292137,Self-Employed,Married,South,1,1
C0333,56,42734.949037306695,797.7436337569078,22591.230435568454,Employed,Married,West,0,1
C0334,34,45063.73910207245,831.7436337569078,17736.68440531601,Self-Employed,Single,North,0,0
C0335,41,52436.14691457967,628.7436337569078,13739.05304252849,Self-Employed,Single,West,1,0
C0336,38,49861.0204566166,655.7436337569078,21427.359352209172,Employed,Single,North,1,0
C0337,55,55074.31349550848,824.7436337569078,10339.85585435602,Self-Employed,Married,South,1,1
C0338,35,31846.49554638585,532.7436337569078,13033.008376227292,Self-Employed,Married,West,0,0
C0339,33,52797.578158630364,576.7436337569078,11593.312637543368,Employed,Married,East,1,0
C0340,39,48775.226936877574,493.74363375690774,12186.222837461652,Self-Employed,Single,North,0,1
C0341,37,37732.211357375985,474.74363375690774,15203.709100501572,Employed,Married,South,1,0
C0342,38,26017.60429970378,715.7436337569078,12242.778219475109,Retired,Single,North,1,0
C0343,21,54003.49726280286,692.7436337569078,4265.930611182883,Employed,Single,South,0,0
C0344,55,49260.736489823124,733.7436337569078,16282.741218377812,Employed,Married,West,0,1
C0345,28,50283.79828481107,519.7436337569078,14698.23493751831,Employed,Married,South,0,0
C0346,29,45432.054535358904,342.74363375690774,10391.86698178223,Employed,Married,South,0,0
C0347,66,72119.39448232592,554.7436337569078,23002.627263321017,Self-Employed,Married,North,0,0
C0348,66,34717.49083139511,335.74363375690774,20796.201017330673,Self-Employed,Single,North,0,0
C0349,24,50413.52702915461,646.7436337569078,21066.097917306564,Employed,Married,North,0,1
C0350,44,43623.157869568706,322.74363375690774,16448.86030378813,Unemployed,Single,West,0,1
C0351,35,19769.622288820807,828.7436337569078,8039.271006259776,Self-Employed,Married,South,1,1
C0352,59,52731.08583350154,637.7436337569078,18950.181482545857,Employed,Single,East,0,1
C0353,30,30891.49372904109,810.7436337569078,14442.106974492443,Self-Employed,Single,North,1,0
C0354,26,63046.07622179575,509.74363375690774,17340.56102095203,Employed,Married,East,0,0
C0355,18,64092.997560116775,699.7436337569078,14880.83646737459,Self-Employed,Married,South,0,0
C0356,69,57238.89508910688,853.7436337569078,15476.112991244243,Employed,Single,South,1,0
C0357,48,59467.25282882141,844.7436337569078,13900.529376376395,Self-Employed,Married,North,0,0
C0358,64,44407.00701758467,754.7436337569078,16863.88160508345,Employed,Married,North,1,1
C0359,36,61985.71559696423,448.74363375690774,11234.38330760739,Self-Employed,Single,East,0,0
C0360,45,65518.30596582264,761.7436337569078,21997.358228980265,Employed,Single,East,0,0
C0361,60,68647.23388950496,651.7436337569078,16591.3651871295,Employed,Single,East,0,0
C0362,24,70864.46613266275,714.7436337569078,10615.577253612886,Employed,Married,North,1,0
C0363,55,28938.931247965844,673.7436337569078,12791.882895111448,Employed,Married,South,0,0
C0364,57,56338.82494860345,822.7436337569078,21120.45576859826,Employed,Single,North,0,1
C0365,69,13817.266579527752,849.7436337569078,7232.635410312968,Employed,Divorced,North,0,1
C0366,50,66391.25167500788,635.7436337569078,9087.287744311652,Self-Employed,Married,East,1,0
C0367,63,41481.58772617151,429.74363375690774,19012.66577333508,Employed,Single,East,0,1
C0368,57,55900.17853604301,666.7436337569078,9883.940995378358,Unemployed,Divorced,East,1,0
C0369,42,44233.30251004387,588.7436337569078,23766.362559819005,Self-Employed,Single,South,0,1
C0370,68,57347.736948333564,803.7436337569078,12740.730848550931,Employed,Married,North,1,0
C0371,64,61752.99366393107,635.7436337569078,11060.900419605648,Employed,Divorced,South,0,1
C0372,34,34567.68980382194,711.7436337569078,19305.13832983196,Employed,Married,North,0,0
C0373,23,43261.766735260644,580.7436337569078,21713.785084535004,Unemployed,Single,South,0,0
C0374,34,46693.32838954112,770.7436337569078,12269.051336977784,Employed,Single,East,1,0
C0375,52,63268.703920551365,845.7436337569078,21227.40534713163,Employed,Divorced,South,1,1
C0376,35,47751.650660986175,431.74363375690774,14808.869276187768,Self-Employed,Married,South,1,0
C0377,40,48645.273330199976,737.7436337569078,11607.133839836893,Unemployed,Married,South,0,1
C0378,34,86667.03586593168,375.74363375690774,20335.649078374976,Self-Employed,Single,West,1,0
C0379,65,12400.235500840854,638.7436337569078,8599.387144530467,Employed,Married,West,1,0
C0380,21,60138.300257594965,532.7436337569078,17728.31165194812,Unemployed,Single,South,1,1
C0381,69,52519.80593132732,357.74363375690774,14904.255466455868,Retired,Married,South,0,1
C0382,30,62921.937545359215,762.7436337569078,16492.73608434955,Employed,Single,East,1,1
C0383,43,65486.08222951058,318.74363375690774,15741.646715788946,Employed,Married,North,1,1
C0384,23,70690.0631853575,422.74363375690774,18280.203854845284,Self-Employed,Married,West,0,1
C0385,20,37747.15376511447,716.7436337569078,12280.81218004446,Employed,Married,South,1,1
C0386,18,69508.87396822739,515.7436337569078,13166.236917510607,Unemployed,Married,South,0,0
C0387,63,58780.8275212175,364.74363375690774,24215.114929883777,Self-Employed,Single,North,1,0
C0388,27,42291.1273004954,482.74363375690774,12631.489185216456,Employed,Single,West,0,0
C0389,31,64676.942973269804,463.74363375690774,10428.71613674204,Employed,Single,West,1,1
C0390,21,28683.77650971107,821.7436337569078,15659.829362315864,Employed,Single,West,1,0
C0391,33,61441.806949067985,716.7436337569078,12674.95357619826,Employed,Divorced,East,0,1
C0392,36,49047.51667982694,525.7436337569078,13531.863775760507,Employed,Single,West,1,0
C0393,38,72092.9812558418,443.74363375690774,10462.723632837682,Employed,Single,South,1,0
C0394,33,41219.47419661448,572.7436337569078,13189.672350871848,Employed,Single,North,0,0
C0395,31,45079.86734017277,858.7436337569078,22173.770180248386,Employed,Single,South,0,0
C0396,29,46166.45343831445,823.7436337569078,8944.615398064334,Self-Employed,Single,East,0,0
C0397,67,45271.74922410451,628.7436337569078,11778.93784490699,Employed,Married,South,0,1
C0398,42,28905.99930543273,661.7436337569078,6434.039568706488,Retired,Married,North,0,0
C0399,55,51217.80229707136,595.7436337569078,22272.200289562432,Retired,Single,South,0,0
C0400,35,39568.61498665001,771.7436337569078,20399.82587284707,Employed,Married,West,0,0
C0401,38,64368.68242014576,367.74363375690774,21535.493988299844,Employed,Married,North,1,0
C0402,57,63593.37210372155,576.7436337569078,18684.875960492485,Self-Employed,Married,West,1,0
C0403,56,31073.67576844062,418.74363375690774,22644.391582487453,Employed,Married,North,1,1
C0404,55,51588.70025913983,782.7436337569078,12236.030903250672,Employed,Single,East,0,1
C0405,42,53748.09644701569,532.7436337569078,16792.311573263512,Employed,Single,South,0,0
C0406,37,39263.04253622606,650.7436337569078,13585.503246151435,Retired,Single,South,0,0
C0407,45,72476.34607216807,801.7436337569078,17504.028264344954,Self-Employed,Married,West,0,1
C0408,39,51447.73464411612,513.7436337569078,7289.589814716793,Employed,Married,South,0,0
C0409,18,58372.27843584178,790.7436337569078,21132.13167226663,Retired,Single,West,0,0
C0410,27,45121.29113362351,441.74363375690774,17330.01134209587,Employed,Married,East,1,0
C0411,63,61932.17200528666,444.74363375690774,11880.494307590421,Retired,Single,East,1,0
C0412,19,95844.57369058393,513.7436337569078,13183.760613867675,Employed,Married,East,1,1
C0413,54,42318.54671658267,440.74363375690774,18978.73792336723,Retired,Single,East,1,0
C0414,69,57016.1707430349,717.7436337569078,10773.47670518612,Employed,Single,West,0,0
C0415,51,56366.921172098344,698.7436337569078,13545.057524143536,Unemployed,Married,West,0,0
C0416,50,60364.15240011602,477.74363375690774,9569.364201694083,Unemployed,Single,North,0,0
C0417,40,51255.55717777822,730.7436337569078,15988.558257886805,Self-Employed,Married,West,1,1
C0418,44,24814.503287490752,403.74363375690774,17785.11151582672,Employed,Divorced,North,1,0
C0419,40,35576.47843049382,459.74363375690774,18926.932760803364,Employed,Single,North,1,1
C0420,46,59632.26244900845,417.74363375690774,20448.816948845437,Employed,Divorced,West,1,0
C0421,24,25949.509247256676,463.74363375690774,9515.427335620569,Self-Employed,Single,West,1,0
C0422,48,61698.28100041348,534.7436337569078,14633.868623606635,Retired,Single,South,0,0
C0423,21,55707.32310934206,316.74363375690774,19607.380932450695,Employed,Single,East,0,0
C0424,46,57594.14082219945,505.74363375690774,9541.241578883335,Self-Employed,Divorced,South,0,1
C0425,53,60561.27784288487,482.74363375690774,19026.515310183324,Unemployed,Single,South,1,0
C0426,49,50693.84565308737,608.7436337569078,15612.294686640656,Employed,Single,East,0,1
C0427,37,61334.45522423343,799.7436337569078,12768.364269625965,Self-Employed,Single,North,0,1
C0428,68,34005.27283862308,453.74363375690774,8995.58818688821,Retired,Married,West,0,1
C0429,59,54847.0010227883,363.74363375690774,9594.400134746204,Self-Employed,Married,South,1,1
C0430,32,53015.55276538047,689.7436337569078,17093.01429993121,Unemployed,Married,South,0,0
C0431,68,35949.39342411424,548.7436337569078,8125.349213156238,Employed,Single,North,1,1
C0432,64,48515.80051358026,440.74363375690774,18868.809882379494,Employed,Married,North,1,0
C0433,25,82185.91853656314,410.74363375690774,18266.096029656306,Retired,Married,South,0,0
C0434,67,60212.34529730955,804.7436337569078,16655.548521956687,Employed,Married,South,0,1
C0435,68,30286.10702620679,788.7436337569078,9851.7426614332,Retired,Married,North,0,1
C0436,58,33538.77749610606,845.7436337569078,17837.09799978406,Employed,Single,East,1,1
C0437,31,67816.4794382856,782.7436337569078,5586.565855276718,Retired,Single,North,1,0
C0438,30,25872.868083518155,814.7436337569078,16226.688314925821,Self-Employed,Single,North,1,1
C0439,53,74157.13116566726,356.74363375690774,12020.871134764362,Employed,Married,North,0,0
C0440,20,37005.156149474125,823.7436337569078,23616.667541991374,Employed,Divorced,South,1,1
C0441,61,53396.47620040111,343.74363375690774,16324.867441722165,Employed,Married,East,1,0
C0442,36,50907.60433136122,597.7436337569078,13817.957815952112,Self-Employed,Married,South,1,0
C0443,53,50034.22261991943,652.7436337569078,18936.22706154511,Employed,Married,South,0,0
C0444,20,60909.18050680175,416.74363375690774,14233.277448977551,Retired,Single,South,1,1
C0445,50,95872.05299220447,623.7436337569078,20174.41569393389,Employed,Single,North,0,0
C0446,24,78514.95222492209,553.7436337569078,13839.019954960844,Employed,Single,East,0,1
C0447,43,68209.65395911824,337.74363375690774,19667.70784275522,Retired,Married,East,0,1
C0448,49,17263.712443834986,357.74363375690774,17165.807352016796,Employed,Single,South,0,0
C0449,61,51016.25376263229,626.7436337569078,14805.644626588226,Employed,Single,East,1,1
C0450,36,70459.16485098242,481.74363375690774,15569.491808504623,Employed,Single,South,0,0
C0451,30,44353.379046099595,391.74363375690774,16681.37212303509,Employed,Married,West,1,0
C0452,35,84140.54522169035,518.7436337569078,17197.768150680156,Employed,Single,South,0,1
C0453,51,55097.16621449985,832.7436337569078,7708.923938474731,Employed,Single,South,0,1
C0454,20,50481.8942296807,357.74363375690774,25898.442660262892,Employed,Single,South,1,1
C0455,61,37912.544763950464,718.7436337569078,14613.128430406705,Employed,Married,West,0,1
C0456,48,49493.09849287304,595.7436337569078,14924.006699191572,Employed,Married,South,1,1
C0457,36,65441.99185091794,504.74363375690774,21749.4959026129,Employed,Divorced,East,0,1
C0458,56,49729.292696465905,647.7436337569078,5467.35477389048,Employed,Married,West,1,0
C0459,62,40171.40502138398,733.7436337569078,13850.098378779663,Employed,Divorced,West,1,0
C0460,20,75985.86699285153,766.7436337569078,14699.413980934583,Employed,Married,North,0,0
C0461,54,66612.8275698613,806.7436337569078,14598.587472748062,Self-Employed,Married,West,1,0
C0462,55,43861.32349823896,443.74363375690774,14776.377847980293,Employed,Divorced,North,0,0
C0463,67,61093.1730124378,510.74363375690774,12571.871952558084,Self-Employed,Single,South,0,0
C0464,25,44396.425574569585,741.7436337569078,17253.67839518637,Employed,Married,South,1,0
C0465,55,60775.681705223345,441.74363375690774,12092.53337421493,Employed,Single,North,1,0
C0466,54,38247.852938246644,801.7436337569078,19605.630543589174,Retired,Single,West,0,1
C0467,66,50545.01080386766,458.74363375690774,2413.428189395716,Self-Employed,Married,North,0,0
C0468,19,68201.38678131011,853.7436337569078,10160.795851235212,Retired,Single,West,1,1
C0469,39,22923.138357331063,577.7436337569078,15355.577703489018,Employed,Single,North,0,0
C0470,31,45027.94655101368,491.74363375690774,15073.108426430894,Self-Employed,Married,East,0,1
C0471,48,44981.20269878622,691.7436337569078,9007.016143280007,Employed,Married,South,1,1
C0472,46,31318.341723567963,772.7436337569078,17556.6297925799,Employed,Single,South,0,1
C0473,34,33872.083195891726,562.7436337569078,12359.982587690401,Employed,Single,North,1,0
C0474,35,23673.94910531882,668.7436337569078,13503.161605291316,Self-Employed,Married,West,0,0
C0475,50,41187.51911711674,782.7436337569078,-2766.7191340836507,Employed,Divorced,North,1,0
C0476,38,90685.16540706759,838.7436337569078,11339.447398493594,Unemployed,Married,South,1,1
C0477,53,26139.887521689012,711.7436337569078,16069.843590310878,Self-Employed,Married,North,0,0
C0478,36,51483.327620594864,584.7436337569078,15505.497642817994,Employed,Single,West,1,1
C0479,41,59736.859408395045,478.74363375690774,22111.307319883734,Retired,Married,North,1,1
C0480,60,49349.510698220096,779.7436337569078,19300.041924381803,Employed,Married,North,1,0
C0481,56,45547.42018081149,512.7436337569078,18125.636269839797,Employed,Married,East,1,1
C0482,53,81302.15166304108,474.74363375690774,22818.135131825147,Self-Employed,Married,South,0,1
C0483,25,35324.629026674906,854.7436337569078,11853.90961636933,Employed,Married,South,0,0
C0484,31,46983.284836925304,427.74363375690774,7461.813886547753,Employed,Married,South,0,1
C0485,65,42153.07602801089,574.7436337569078,20570.01359981215,Employed,Divorced,East,0,0
C0486,36,45491.860479951574,471.74363375690774,20112.439203438305,Employed,Single,North,0,0
C0487,61,36186.271887151575,600.7436337569078,6263.917518265673,Employed,Single,South,0,1
C0488,41,30351.46421837821,635.7436337569078,7616.548702146098,Retired,Married,South,1,1
C0489,46,38690.52520214806,379.74363375690774,7045.067754301269,Self-Employed,Single,East,0,0
C0490,42,25466.045377268973,552.7436337569078,15058.077726525893,Retired,Married,North,1,0
C0491,39,37261.6902031116,556.7436337569078,19272.568028776474,Employed,Single,East,1,0
C0492,19,59766.38496035456,745.7436337569078,20858.14138222798,Employed,Single,West,1,0
C0493,61,74892.88349957853,608.7436337569078,24506.853493412404,Employed,Single,West,1,1
C0494,48,69845.05926592783,855.7436337569078,13096.616183167233,Retired,Married,North,0,0
C0495,46,32540.062264789103,328.74363375690774,17687.385455801108,Employed,Single,North,0,0
C0496,45,20188.041003050916,373.74363375690774,4704.017504634601,Retired,Single,South,1,1
C0497,59,52213.944458274855,733.7436337569078,12408.53612784019,Self-Employed,Single,East,0,1
C0498,40,43118.601269818144,789.7436337569078,18912.571949561236,Employed,Married,North,0,0
C0499,31,53037.62176688698,558.7436337569078,17115.88194964696,Self-Employed,Single,North,0,1
C0500,66,60868.98716690032,355.74363375690774,13821.893353433465,Employed,Single,South,1,1
C0501,43,65338.22635111976,593.7436337569078,21631.992365940263,Employed,Single,North,0,0
C0502,65,76861.83389779548,545.7436337569078,13773.311470196466,Unemployed,Single,South,0,0
C0503,27,38393.212390467765,837.7436337569078,18221.43710922373,Unemployed,Single,North,1,1
C0504,68,50408.49339674801,573.7436337569078,15178.446210971564,Employed,Married,South,1,1
C0505,23,58925.079047044084,837.7436337569078,22719.89879116338,Retired,Married,East,1,1
C0506,68,62246.8996372746,667.7436337569078,11306.8641100448,Retired,Single,West,0,0
C0507,60,34864.295367673665,797.7436337569078,16410.237925428002,Self-Employed,Single,North,0,1
C0508,25,57764.34855045949,488.74363375690774,12468.94488362493,Employed,Married,North,0,0
C0509,67,46067.10194310627,696.7436337569078,13842.924258935987,Self-Employed,Married,North,1,1
C0510,32,70504.43029325278,807.7436337569078,19876.235828185978,Employed,Married,East,1,0
C0511,44,52980.37499585373,629.7436337569078,8103.21425191197,Employed,Single,East,0,1
C0512,19,18367.620981558553,698.7436337569078,10795.887792346963,Self-Employed,Married,West,1,1
C0513,25,40846.935217085884,451.74363375690774,12393.615893897419,Retired,Married,North,0,0
C0514,65,33183.012393021134,825.7436337569078,7216.065196568708,Employed,Married,South,1,0
C0515,67,69592.00635743,661.7436337569078,16562.438763193713,Unemployed,Divorced,East,1,0
C0516,58,34951.86177254031,438.74363375690774,22824.316798665106,Unemployed,Married,West,0,1
C0517,68,39931.302883627344,723.7436337569078,12773.983821170797,Unemployed,Single,West,0,1
C0518,44,37728.70649765182,476.74363375690774,16477.722566781136,Employed,Single,North,1,1
C0519,36,43742.50917006555,462.74363375690774,14534.606351944098,Unemployed,Married,East,1,0
C0520,34,59516.02890916476,810.7436337569078,5595.123598660497,Employed,Divorced,East,1,0
C0521,69,46734.202577558826,353.74363375690774,25953.13635009386,Retired,Married,East,1,0
C0522,61,56868.471866060114,668.7436337569078,14986.308911419,Employed,Married,East,0,0
C0523,41,71860.12943314532,828.7436337569078,19186.474491833418,Employed,Single,West,0,0
C0524,28,55056.03648534253,662.7436337569078,11863.744298502652,Employed,Single,West,1,1
C0525,22,54035.27390479418,726.7436337569078,17043.424415329442,Employed,Married,West,0,0
C0526,57,68601.79040506438,587.7436337569078,13155.535592360096,Employed,Single,North,1,0
C0527,65,51174.91153997334,443.74363375690774,11633.04770472801,Employed,Single,South,0,1
C0528,52,71162.99149856836,317.74363375690774,19937.984002854177,Unemployed,Single,South,1,0
C0529,18,33966.55000171479,617.7436337569078,11564.656576606958,Self-Employed,Single,South,1,1
C0530,19,63082.21938560822,596.7436337569078,17021.021063634103,Self-Employed,Single,West,0,0
C0531,37,34450.09387222804,542.7436337569078,14617.26018349036,Employed,Married,South,1,0
C0532,22,46716.4335238027,418.74363375690774,13233.874351314433,Employed,Married,West,1,0
C0533,59,74503.60360452996,414.74363375690774,15075.260088170382,Employed,Married,North,0,0
C0534,24,53638.83732303394,338.74363375690774,11796.826541826773,Employed,Married,South,0,0
C0535,55,80728.58613470872,429.74363375690774,15886.685365856993,Employed,Married,West,0,1
C0536,38,46665.52528215744,553.7436337569078,21128.238157873864,Self-Employed,Divorced,West,0,0
C0537,34,44339.91686216256,812.7436337569078,14340.107510196067,Retired,Married,West,1,1
C0538,30,14563.585004729825,509.74363375690774,10203.02510528678,Employed,Single,East,0,0
C0539,55,38100.62869777795,705.7436337569078,4949.764617581684,Self-Employed,Married,West,1,1
C0540,59,43147.83771614329,558.7436337569078,13342.058297348096,Self-Employed,Single,East,1,1
C0541,55,31921.905055082498,813.7436337569078,11658.631992559476,Employed,Single,South,0,1
C0542,21,35612.526901114805,445.74363375690774,24037.345938119455,Employed,Married,North,0,0
C0543,65,59686.80991738333,660.7436337569078,22001.346362773184,Self-Employed,Married,North,0,0
C0544,50,77847.16640564115,477.74363375690774,16293.236997844184,Retired,Divorced,North,1,0
C0545,50,54147.270778163576,339.74363375690774,1973.5652013014278,Employed,Married,West,0,1
C0546,58,44356.82780439178,489.74363375690774,16523.0276040893,Employed,Married,South,0,0
C0547,40,56422.14354671735,538.7436337569078,8349.005104760614,Employed,Single,East,0,0
C0548,58,61898.95708210755,387.74363375690774,19800.905201146557,Employed,Single,East,0,1
C0549,46,40009.263805013856,488.74363375690774,15954.785132601748,Employed,Married,South,1,1
C0550,40,71832.57722724705,596.7436337569078,10238.102695374173,Employed,Married,West,1,0
C0551,56,65676.41903855237,712.7436337569078,22684.74373050131,Employed,Married,North,0,0
C0552,19,54670.91931577671,714.7436337569078,21572.349925202943,Employed,Married,South,1,1
C0553,67,71863.22768126523,754.7436337569078,22213.471675566685,Employed,Single,East,1,0
C0554,47,48135.25102862818,634.7436337569078,11754.876334578425,Employed,Single,South,0,1
C0555,45,40950.76012838485,588.7436337569078,16003.163637147547,Employed,Single,East,0,1
C0556,25,53468.8819489981,366.74363375690774,6240.60547257056,Employed,Married,South,0,0
C0557,63,48853.84716438886,446.74363375690774,11155.500726762626,Retired,Single,North,0,1
C0558,62,68338.98650635427,531.7436337569078,15126.913033201914,Unemployed,Single,North,0,0
C0559,32,42356.34805608751,846.7436337569078,11599.60466005406,Unemployed,Single,South,0,1
C0560,23,67305.09983366648,382.74363375690774,19642.04210645348,Employed,Married,West,0,0
C0561,50,39256.42158412496,798.7436337569078,18071.70199282287,Employed,Married,North,1,1
C0562,49,76324.69136574521,632.7436337569078,10082.347367217537,Employed,Married,West,1,0
C0563,45,78623.48936208674,686.7436337569078,12491.979059959962,Self-Employed,Married,East,0,1
C0564,51,51797.757381248484,509.74363375690774,17608.21273454249,Employed,Married,North,1,1
C0565,48,40689.307927609014,585.7436337569078,21479.829512064356,Employed,Single,North,1,0
C0566,32,81837.16198625267,506.74363375690774,17661.183630129846,Employed,Single,South,1,1
C0567,60,32572.717601563927,354.74363375690774,21522.699413237606,Self-Employed,Single,East,1,0
C0568,46,33943.00487795805,804.7436337569078,16885.943969464788,Employed,Single,South,1,1
C0569,67,90342.70725949749,776.7436337569078,16135.948181133073,Employed,Married,North,0,0
C0570,41,40027.359857135794,643.7436337569078,14772.73146302544,Unemployed,Married,East,0,0
C0571,47,55238.550451744515,433.74363375690774,15091.658021474745,Employed,Single,West,1,1
C0572,35,45108.60576463669,405.74363375690774,10438.086688986466,Self-Employed,Single,North,0,0
C0573,68,43241.26480341802,828.7436337569078,17338.553682305912,Retired,Married,South,0,1
C0574,56,62177.68038456634,513.7436337569078,24266.51378204308,Employed,Single,South,1,0
C0575,64,52535.33362784096,553.7436337569078,10821.257208841094,Retired,Married,South,0,1
C0576,23,49970.64313606975,415.74363375690774,19181.200809823265,Retired,Married,North,1,1
C0577,25,38890.51887555992,692.7436337569078,15186.852053681834,Employed,Married,East,1,0
C0578,22,82215.30598922624,666.7436337569078,21644.85445234662,Self-Employed,Married,West,1,1
C0579,41,39200.18190789197,587.7436337569078,9853.323043686902,Unemployed,Married,South,1,0
C0580,20,70995.34752262008,710.7436337569078,17805.78890872793,Self-Employed,Married,South,0,1
C0581,37,53288.346710023485,372.74363375690774,15549.969522760155,Employed,Married,South,0,0
C0582,40,49154.96775245429,698.7436337569078,12893.850427229065,Employed,Married,East,0,1
C0583,36,52363.295308938425,399.74363375690774,21413.082320068406,Retired,Single,South,1,0
C0584,52,51864.56435337978,407.74363375690774,17516.517267545227,Self-Employed,Married,South,0,1
C0585,37,24576.362787265512,768.7436337569078,20256.68078239373,Employed,Divorced,North,1,1
C0586,30,52719.30934528083,628.7436337569078,7955.439379447839,Self-Employed,Married,South,0,1
C0587,29,43816.07891853782,466.74363375690774,24165.012789550376,Self-Employed,Single,South,1,1
C0588,55,10158.666318149064,584.7436337569078,17723.384559948863,Employed,Single,South,0,1
C0589,33,61319.238605328734,854.7436337569078,21588.52531365714,Unemployed,Single,West,1,1
C0590,27,49149.82203375201,763.7436337569078,15462.932424260749,Employed,Married,South,1,1
C0591,67,63898.78724725803,433.74363375690774,24127.95000624816,Employed,Married,East,1,0
C0592,29,47611.96288569546,383.74363375690774,11695.659917462095,Self-Employed,Married,South,0,0
C0593,48,40651.145548192035,388.74363375690774,13836.940878005731,Employed,Married,East,0,0
C0594,23,58309.145107931094,769.7436337569078,10948.489372689734,Employed,Married,East,1,0
C0595,19,38697.39390378419,351.74363375690774,17420.944365420604,Employed,Married,East,1,0
C0596,69,45181.152043468464,678.7436337569078,11520.276735574651,Employed,Single,West,1,1
C0597,44,72748.87468214936,393.74363375690774,25324.322660263828,Employed,Single,South,0,0
C0598,69,60396.77956767263,722.7436337569078,14130.329243572212,Unemployed,Single,West,0,1
C0599,55,47560.51277228789,392.74363375690774,9302.931271458581,Employed,Divorced,South,0,0
C0600,66,56449.67826958317,666.7436337569078,8584.596784091282,Employed,Single,East,0,1
C0601,43,69007.3052722262,790.7436337569078,11411.327786684393,Employed,Married,South,0,1
C0602,54,62421.12681747481,751.7436337569078,22771.250077780016,Employed,Single,West,0,1
C0603,57,72209.59365045662,744.7436337569078,12747.514535675768,Employed,Single,East,0,1
C0604,36,48711.97481687821,773.7436337569078,20317.465310978103,Employed,Single,North,0,0
C0605,21,51878.064166013726,856.7436337569078,16535.785268333275,Retired,Single,North,1,0
C0606,51,38122.65327959303,493.74363375690774,15960.32284497268,Employed,Divorced,West,0,0
C0607,55,73243.64683939793,712.7436337569078,16637.1526410352,Self-Employed,Married,West,0,0
C0608,59,48050.55306712597,865.7436337569078,22651.72436524695,Retired,Married,South,1,1
C0609,24,35731.37461796447,344.74363375690774,11337.43329005298,Employed,Married,East,1,0
C0610,66,40194.4596634455,827.7436337569078,19100.23504088077,Self-Employed,Single,North,0,0
C0611,32,70311.97467631602,316.74363375690774,14251.233537921851,Employed,Married,East,0,0
C0612,36,34020.28298182007,852.7436337569078,18079.383347547046,Employed,Married,North,0,0
C0613,36,42110.222129499154,801.7436337569078,15747.779828584704,Self-Employed,Single,North,1,0
C0614,48,55499.86550627817,387.74363375690774,17263.218676654946,Self-Employed,Married,East,1,1
C0615,37,35537.42366404416,817.7436337569078,18961.018876640388,Unemployed,Married,South,0,1
C0616,38,76366.72152581833,828.7436337569078,18583.03401885186,Employed,Divorced,North,1,0
C0617,27,52604.17909052683,455.74363375690774,16694.432988597764,Employed,Married,South,0,1
C0618,33,42605.513448397425,705.7436337569078,11697.635683121296,Employed,Single,South,0,0
C0619,62,49099.88420867049,792.7436337569078,11718.870134514345,Self-Employed,Single,North,1,1
C0620,31,49066.04498091095,815.7436337569078,8388.830506404727,Employed,Married,West,0,0
C0621,43,37697.32173691628,439.74363375690774,7931.492086455721,Self-Employed,Single,South,0,0
C0622,65,55806.425672073514,641.7436337569078,14983.088245392531,Employed,Single,North,1,1
C0623,55,55794.432121652564,547.7436337569078,19411.662920482464,Self-Employed,Married,North,1,1
C0624,44,56125.213298650444,821.7436337569078,11158.679820742587,Employed,Married,South,0,1
C0625,64,41249.76500359954,603.7436337569078,12396.013105480046,Employed,Single,East,1,1
C0626,63,49456.11392562302,716.7436337569078,13403.422013973408,Employed,Married,North,1,1
C0627,64,37447.523277021144,382.74363375690774,11680.489809634993,Employed,Single,South,0,0
C0628,65,52614.72795700266,362.74363375690774,16805.705710614366,Retired,Married,South,1,0
C0629,40,58927.85639948502,437.74363375690774,21617.235764718505,Employed,Married,North,0,1
C0630,67,16424.84248101591,573.7436337569078,17449.505955477023,Employed,Married,North,0,1
C0631,63,29242.83130220148,689.7436337569078,17534.876982881135,Self-Employed,Married,South,1,0
C0632,32,60517.31059530413,583.7436337569078,16134.542532958825,Self-Employed,Divorced,South,0,0
